cik,ticker,bdc_name,form,accession,period_of_report,filed_date,period_end,level,label,for_company,covers_line_ids,industry,dimensions,amortized_cost_usd,fair_value_usd,pct_of_net_assets,source_table
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,industry,Real Estate Management and Development,,,Real Estate Management and Development,"{""us-gaap:EquitySecuritiesByIndustryAxis"": ""arcc:RealEstateManagementAndDevelopment.Member""}",2400000.0,2400000.0,0.02,75
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2026-06-30,total,Total Investments,,,Real Estate Management and Development,{},29674600000.0,29349300000.0,211.32,75
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,ACP Avenu Midco LLC (13),ACP Avenu Midco LLC (13),"1440,1441",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:ACPAvenuMidcoLLCMember""}",31600000.0,32100000.0,,90
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Activate Holdings (US) Corp. and CrossPoint Capital AS SPV, LP (13)","Activate Holdings (US) Corp. and CrossPoint Capital AS SPV, LP (13)","1443,1444,1445",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:ActivateHoldingsUSCorp.AndCrossPointCapitalASSPVLPMember""}",59100000.0,61500000.0,,90
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,Adonis Bidco Inc. (13),Adonis Bidco Inc. (13),"1446,1447",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:AdonisBidcoInc.Member""}",246500000.0,246500000.0,,90
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Aptean, Inc. and Aptean Acquiror Inc. (13)","Aptean, Inc. and Aptean Acquiror Inc. (13)","1452,1453",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:ApteanInc.AndApteanAcquirorIncMember""}",19700000.0,19700000.0,,90
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Banyan Software Holdings, LLC and Banyan Software Intermediate, Inc. (13)(14)","Banyan Software Holdings, LLC and Banyan Software Intermediate, Inc. (13)(14)","1459,1460,1461,1462",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:BanyanSoftwareHoldingsLLCAndBanyanSoftwareIntermediateInc.Member""}",253000000.0,252000000.0,,91
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"BCTO Ignition Purchaser, Inc.","BCTO Ignition Purchaser, Inc.","1463,1464",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:BCTOIgnitionPurchaserInc.Member""}",7000000.0,7000000.0,,91
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Bobcat Purchaser, LLC and Bobcat Topco, L.P. (13)","Bobcat Purchaser, LLC and Bobcat Topco, L.P. (13)","1465,1466",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:BobcatPurchaserLLCAndBobcatTopcoLPMember""}",17200000.0,17300000.0,,91
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,Borrower R365 Holdings LLC (13),Borrower R365 Holdings LLC (13),"1467,1468",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:BorrowerR365HoldingsLLCMember""}",17800000.0,17800000.0,,91
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Cardinal Parent, Inc. and Packers Software Intermediate Holdings, Inc. (13)","Cardinal Parent, Inc. and Packers Software Intermediate Holdings, Inc. (13)","1471,1472,1473,1474,1475",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:CardinalParentIncAndPackersSoftwareIntermediateHoldingsIncMember""}",165100000.0,160800000.0,,91
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Cascade Parent Inc., Cascade Intermediate II, Inc., and Haveli Cascade Co-Invest I, L.P. (13)","Cascade Parent Inc., Cascade Intermediate II, Inc., and Haveli Cascade Co-Invest I, L.P. (13)","1476,1477,1478",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:CascadeParentInc.CascadeIntermediateIIInc.AndHaveliCascadeCoInvestIL.P.Member""}",59600000.0,58700000.0,,91
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Centralsquare Technologies, LLC and Supermoose Newco, Inc. (13)","Centralsquare Technologies, LLC and Supermoose Newco, Inc. (13)","1479,1480,1481",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:CentralsquareTechnologiesLLCAndSupermooseNewcoInc.Member""}",251900000.0,251900000.0,,92
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Cloud Software Group, Inc., Picard Parent, Inc., Cloud Software Group Holdings, Inc., Picard HoldCo, LLC and Elliott Alto Co-Investor Aggregator L.P. (13)","Cloud Software Group, Inc., Picard Parent, Inc., Cloud Software Group Holdings, Inc., Picard HoldCo, LLC and Elliott Alto Co-Investor Aggregator L.P. (13)","1482,1483",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:CloudSoftwareGroupIncPicardParentIncCloudSoftwareGroupHoldingsIncPicardHoldCoLLCAndElliottAltoCoInvestorAggregatorLPMember""}",127100000.0,161100000.0,,92
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Consilio Midco Limited, Compusoft US LLC, and Consilio Investment Holdings, L.P.","Consilio Midco Limited, Compusoft US LLC, and Consilio Investment Holdings, L.P.","1486,1487",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:ConsilioMidcoLimitedCompusoftUSLLCAndConsilioInvestmentHoldingsLPMember""}",5000000.0,11000000.0,,92
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"CoreLogic, Inc. and T-VIII Celestial Co-Invest LP (13)","CoreLogic, Inc. and T-VIII Celestial Co-Invest LP (13)","1488,1489,1490",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:CoreLogicIncAndTVIIICelestialCoInvestLPMember""}",221800000.0,216900000.0,,92
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Cority Software Inc., Cority Software (USA) Inc., and Cority Parent, Inc. (13)","Cority Software Inc., Cority Software (USA) Inc., and Cority Parent, Inc. (13)","1491,1492,1493",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:CoritySoftwareIncCoritySoftwareUSAIncAndCorityParentIncMember""}",62100000.0,62300000.0,,92
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Cornerstone OnDemand, Inc. and Sunshine Software Holdings, Inc. (13)","Cornerstone OnDemand, Inc. and Sunshine Software Holdings, Inc. (13)","1494,1495,1496,1497,1498",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:CornerstoneOnDemandIncAndSunshineSoftwareHoldingsIncMember""}",353700000.0,319900000.0,,92
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Datix Bidco Limited and RL Datix Holdings (USA), Inc. (13)","Datix Bidco Limited and RL Datix Holdings (USA), Inc. (13)","1501,1502",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:DatixBidcoLimitedAndRLDatixHoldingsUSAInc.Member""}",157700000.0,161700000.0,,93
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Digicert, Inc., Dcert Buyer, Inc., DCert Preferred Holdings, Inc. and Destiny Digital Holdings, L.P. (13)","Digicert, Inc., Dcert Buyer, Inc., DCert Preferred Holdings, Inc. and Destiny Digital Holdings, L.P. (13)","1503,1504,1505,1506",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:DigicertInc.DcertBuyerInc.DCertPreferredHoldingsInc.AndDestinyDigitalHoldingsL.P.Member""}",362400000.0,335000000.0,,93
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Diligent Corporation and Diligent Preferred Issuer, Inc. (13)","Diligent Corporation and Diligent Preferred Issuer, Inc. (13)","1507,1508,1509",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:DiligentCorporationAndDiligentPreferredIssuerIncMember""}",44500000.0,44100000.0,,93
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,Doxim Inc. (13),Doxim Inc. (13),"1510,1511",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:DoximInc.Member""}",84700000.0,83900000.0,,93
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"DriveCentric Holdings, LLC (13)","DriveCentric Holdings, LLC (13)","1512,1513",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:DriveCentricHoldingsLLCMember""}",23700000.0,23700000.0,,93
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Eclipse Topco, Inc., Eclipse Investor Parent, L.P. and Eclipse Buyer, Inc. (13)","Eclipse Topco, Inc., Eclipse Investor Parent, L.P. and Eclipse Buyer, Inc. (13)","1515,1516,1517",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:EclipseTopcoInc.EclipseInvestorParentL.P.AndEclipseBuyerInc.Member""}",104400000.0,104400000.0,,93
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Edmunds Govtech, Inc. (13)","Edmunds Govtech, Inc. (13)","1519,1520",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:EdmundsGovtechIncMember""}",10200000.0,10200000.0,,94
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Elemica Parent, Inc. & EZ Elemica Holdings, Inc. (13)","Elemica Parent, Inc. & EZ Elemica Holdings, Inc. (13)","1522,1523,1524,1525,1526",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:ElemicaParentIncEZElemicaHoldingsIncMember""}",81200000.0,83700000.0,,94
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"EP Purchaser, LLC and TPG VIII EP Co-Invest II, L.P.","EP Purchaser, LLC and TPG VIII EP Co-Invest II, L.P.","1527,1528",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:EPPurchaserLLCAndTPGVIIIEPCoInvestIILPMember""}",52800000.0,41400000.0,,94
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"eResearchTechnology, Inc. and Astorg VII Co-Invest ERT (13)","eResearchTechnology, Inc. and Astorg VII Co-Invest ERT (13)","1529,1530",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:EResearchTechnologyIncAndAstorgVIICoInvestERTMember""}",186400000.0,192000000.0,,94
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Extrahop Networks, Inc. (13)","Extrahop Networks, Inc. (13)","1532,1533,1534",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:ExtraHopNetworksIncMember""}",41600000.0,41600000.0,,94
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,Flexera Software LLC (13),Flexera Software LLC (13),"1536,1537,1538",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:FlexeraSoftwareLLCMember""}",145800000.0,145400000.0,,94
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,GI Ranger Intermediate LLC (13),GI Ranger Intermediate LLC (13),"1541,1542,1543",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:GIRangerIntermediateLLCMember""}",13500000.0,12800000.0,,95
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Guidepoint Security Holdings, LLC (13)","Guidepoint Security Holdings, LLC (13)","1545,1546,1547",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:GuidepointSecurityHoldingsLLCMember""}",16900000.0,16900000.0,,95
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Heavy Construction Systems Specialists, LLC (13)","Heavy Construction Systems Specialists, LLC (13)","1548,1549",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:HeavyConstructionSystemsSpecialistsLLCMember""}",13900000.0,13900000.0,,95
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Huskies Parent, Inc., GI Insurity Parent LLC and GI Insurity TopCo LP (13)","Huskies Parent, Inc., GI Insurity Parent LLC and GI Insurity TopCo LP (13)","1551,1552,1553,1554,1555",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:HuskiesParentIncGIInsurityParentLLCAndGIInsurityTopcoLPMember""}",210400000.0,192500000.0,,95
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"ID.me, LLC and ID.me, Inc. (13)","ID.me, LLC and ID.me, Inc. (13)","1560,1561,1562",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:ID.meLLCAndID.meInc.Member""}",143900000.0,146900000.0,,96
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,IQN Holding Corp. (13),IQN Holding Corp. (13),"1564,1565",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:IQNHoldingCorp.Member""}",2900000.0,2900000.0,,96
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,JAMS Holdings LP and Jams Buyer LLC (13),JAMS Holdings LP and Jams Buyer LLC (13),"1566,1567",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:JAMSHoldingsLPAndJamsBuyerLLCMember""}",15400000.0,15800000.0,,96
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,Kairos Bidco Limited (13),Kairos Bidco Limited (13),"1569,1570",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:KairosBidcoLimitedMember""}",25100000.0,24900000.0,,96
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"LeanTaaS Holdings, Inc. (13)","LeanTaaS Holdings, Inc. (13)","1572,1573",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:LeanTaaSHoldingsInc.Member""}",73800000.0,73800000.0,,96
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Majesco and Magic Topco, L.P. (13)","Majesco and Magic Topco, L.P. (13)","1574,1575,1576",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:MajescoAndMagicTopcoLPMember""}",21900000.0,24700000.0,,96
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Metatiedot Bidco OY and Metatiedot US, LLC (13)","Metatiedot Bidco OY and Metatiedot US, LLC (13)","1578,1579,1580",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:MetatiedotBidcoOYAndMetatiedotUSLLCMember""}",15000000.0,15800000.0,,96
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Mimecast Borrowerco, Inc. and Magnesium Co- Invest SCSp","Mimecast Borrowerco, Inc. and Magnesium Co- Invest SCSp","1581,1582,1583,1584",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:MimecastBorrowercoIncAndMagnesiumCoInvestSCSpMember""}",93600000.0,105500000.0,,97
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Ministry Brands Holdings, LLC and RCP MB Investments B, L.P. (13)","Ministry Brands Holdings, LLC and RCP MB Investments B, L.P. (13)","1585,1586,1587",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:MinistryBrandsHoldingsLLCAndRCPMBInvestmentsBLPMember""}",48900000.0,44300000.0,,97
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Modernizing Medicine, Inc. and ModMed Software Midco Holdings, Inc. (13)","Modernizing Medicine, Inc. and ModMed Software Midco Holdings, Inc. (13)","1589,1590",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:ModernizingMedicineInc.AndModMedSoftwareMidcoHoldingsInc.Member""}",97200000.0,97200000.0,,97
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,Moonraker AcquisitionCo LLC and Moonraker HoldCo LLC (13),Moonraker AcquisitionCo LLC and Moonraker HoldCo LLC (13),"1591,1592",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:MoonrakerAcquisitionCoLLCAndMoonrakerHoldCoLLCMember""}",29800000.0,28000000.0,,97
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,MRI Software LLC (13),MRI Software LLC (13),"1594,1595,1596,1597",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:MRISoftwareLLCMember""}",10200000.0,10200000.0,,97
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Netsmart, Inc. and Netsmart Technologies, Inc. (13)","Netsmart, Inc. and Netsmart Technologies, Inc. (13)","1598,1599",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:NetsmartInc.AndNetsmartTechnologiesInc.Member""}",60900000.0,60900000.0,,97
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"North Star Acquisitionco, LLC and Toucan Bidco Limited (13)","North Star Acquisitionco, LLC and Toucan Bidco Limited (13)","1600,1601,1602",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:NorthStarAcquisitioncoLLCAndToucanBidcoLimitedMember""}",22900000.0,23700000.0,,97
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,Optimizely North America Inc. and Optimizely Sweden Holdings AB (13),Optimizely North America Inc. and Optimizely Sweden Holdings AB (13),"1604,1605,1606",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:OptimizelyNorthAmericaInc.AndOptimizelySwedenHoldingsABMember""}",8500000.0,8700000.0,,98
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"PCMI Parent, LLC and PCMI Ultimate Holdings, LP (13)","PCMI Parent, LLC and PCMI Ultimate Holdings, LP (13)","1607,1608,1609,1610",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:PCMIParentLLCAndPCMIUltimateHoldingsLPMember""}",37300000.0,37500000.0,,98
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"PDI TA Holdings, Inc., Peachtree Parent, Inc. and Insight PDI Holdings, LLC (13)","PDI TA Holdings, Inc., Peachtree Parent, Inc. and Insight PDI Holdings, LLC (13)","1612,1613,1614,1615",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:PDITAHoldingsIncPeachtreeParentIncAndInsightPDIHoldingsLLCMember""}",45900000.0,48800000.0,,98
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Petvisor Holdings, LLC (13)","Petvisor Holdings, LLC (13)","1616,1617,1618",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:PetvisorHoldingsLLCMember""}",20900000.0,20900000.0,,98
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Pluralsight, LLC and Pluralsight Holdings, LLC and Paradigmatic Holdco LLC (4)(13)","Pluralsight, LLC and Pluralsight Holdings, LLC and Paradigmatic Holdco LLC (4)(13)","1619,1620,1621",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:PluralsightLLCAndPluralsightHoldingsLLCAndParadigmaticHoldcoLLCMember""}",57900000.0,40100000.0,,98
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"PracticeTek Purchaser, LLC, PracticeTek MidCo, LLC and GSV PracticeTek Holdings, LLC (13)","PracticeTek Purchaser, LLC, PracticeTek MidCo, LLC and GSV PracticeTek Holdings, LLC (13)","1623,1624,1625,1626",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:PracticeTekPurchaserLLCPracticeTekMidCoLLCAndGSVPracticeTekHoldingsLLCMember""}",118500000.0,122800000.0,,99
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Project Potter Buyer, LLC and Project Potter Parent, L.P. (13)","Project Potter Buyer, LLC and Project Potter Parent, L.P. (13)","1627,1628,1629,1630,1631,1632,1633",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:ProjectPotterBuyerLLCAndProjectPotterParentLPMember""}",97300000.0,100600000.0,,99
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Proofpoint, Inc. (13)","Proofpoint, Inc. (13)","1634,1635,1636",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:ProofpointInc.Member""}",105000000.0,105600000.0,,99
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"QBS Parent, Inc. (13)","QBS Parent, Inc. (13)","1637,1638",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:QBSParentInc.Member""}",15400000.0,15400000.0,,99
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Raptor Technologies, LLC, Sycamore Bidco LTD and Rocket Parent, LLC (13)","Raptor Technologies, LLC, Sycamore Bidco LTD and Rocket Parent, LLC (13)","1640,1641,1642,1643,1644,1645",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:RaptorTechnologiesLLCSycamoreBidcoLTDAndRocketParentLLCMember""}",48500000.0,64500000.0,,99
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Revalize, Inc. (13)","Revalize, Inc. (13)","1648,1649",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:RevalizeIncMember""}",1300000.0,1100000.0,,100
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"RMS HoldCo II, LLC & RMS Group Holdings, Inc. (13)","RMS HoldCo II, LLC & RMS Group Holdings, Inc. (13)","1650,1651,1652",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:RMSHoldcoIILLCRMSGroupHoldingsIncMember""}",5800000.0,2500000.0,,100
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Smarsh Inc. and Skywalker TopCo, LLC (13)","Smarsh Inc. and Skywalker TopCo, LLC (13)","1656,1657,1658",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:SmarshIncAndSkywalkerTopCoLLCMember""}",10500000.0,12800000.0,,100
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Spaceship Purchaser, Inc. (13)","Spaceship Purchaser, Inc. (13)","1661,1662",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:SpaceshipPurchaserInc.Member""}",74800000.0,74800000.0,,100
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Spirit RR Holdings, Inc. and Winterfell Co-Invest SCSp (13)","Spirit RR Holdings, Inc. and Winterfell Co-Invest SCSp (13)","1664,1665,1666,1667,1668",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:SpiritRRHoldingsIncAndWinterfellCoInvestSCSpMember""}",15100000.0,26400000.0,,101
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Sundance Group Holdings, Inc. (13)","Sundance Group Holdings, Inc. (13)","1670,1671",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:SundanceGroupHoldingsIncMember""}",4800000.0,4800000.0,,101
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Tamarack Intermediate, L.L.C. and Tamarack Parent, L.L.C. (13)","Tamarack Intermediate, L.L.C. and Tamarack Parent, L.L.C. (13)","1673,1674,1675,1676,1677",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:TamarackIntermediateLLCAndTamarackParentLLCMember""}",63200000.0,65800000.0,,101
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,TCP Hawker Intermediate LLC (13),TCP Hawker Intermediate LLC (13),"1678,1679,1680",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:TCPHawkerIntermediateLLCMember""}",55600000.0,55600000.0,,101
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Trading Technologies International, Inc. (13)","Trading Technologies International, Inc. (13)","1682,1683",Software and Services,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:TradingTechnologiesInternationalInc.Member""}",21200000.0,21200000.0,,101
